1000
1722367
1001997
728355
34790
185566
110945
605522
900
1393893
811797
591041
31094
166636
77004
499671
800
1080762
641597
449728
27262
150610
93373
414438
700
840534
491397
354960
23296
129670
47917
315205
600
612609
361197
258155
19370
111268
50061
222655
500
417362
250997
169948
15436
94648
28930
153276
400
269625
160797
112491
12054
73870
21625
103983
300
145371
90597
59519
8492
55834
19005
67047
200
63521
40397
24673
5252
37162
7746
34468
100
13570
10197
5256
2174
16858
3572
10407
